,Cell,Timepoint,Drug,Conc,Rep,Count,Method,measured_by,Treatment_id,Condition
7777,TE-671,72h,DIGITOXIGENIN,5.0,3,104.6032076650698,XTT,LT,TE-671_DIGITOXIGENIN_72h_XTT_LT,TE-671_72h_XTT_LT
7778,TE-671,72h,DIGITOXIGENIN,10.0,3,109.4147052697355,XTT,LT,TE-671_DIGITOXIGENIN_72h_XTT_LT,TE-671_72h_XTT_LT
7779,TE-671,72h,DIGITOXIGENIN,25.0,3,108.7273484690689,XTT,LT,TE-671_DIGITOXIGENIN_72h_XTT_LT,TE-671_72h_XTT_LT
7780,TE-671,72h,DIGITOXIGENIN,50.0,3,107.5400958133722,XTT,LT,TE-671_DIGITOXIGENIN_72h_XTT_LT,TE-671_72h_XTT_LT
7781,TE-671,72h,DIGITOXIGENIN,100.0,3,103.5409289731306,XTT,LT,TE-671_DIGITOXIGENIN_72h_XTT_LT,TE-671_72h_XTT_LT
7782,TE-671,72h,DIGITOXIGENIN,250.0,3,31.7808789835451,XTT,LT,TE-671_DIGITOXIGENIN_72h_XTT_LT,TE-671_72h_XTT_LT
7783,TE-671,72h,DIGITOXIGENIN,500.0,3,11.38512809831285,XTT,LT,TE-671_DIGITOXIGENIN_72h_XTT_LT,TE-671_72h_XTT_LT
7784,TE-671,72h,ETOMOXIR,0.0,3,95.03156738951414,XTT,LT,TE-671_ETOMOXIR_72h_XTT_LT,TE-671_72h_XTT_LT
7785,TE-671,72h,ETOMOXIR,0.5,3,91.8611034861378,XTT,LT,TE-671_ETOMOXIR_72h_XTT_LT,TE-671_72h_XTT_LT
7786,TE-671,72h,ETOMOXIR,1.0,3,111.0074114740599,XTT,LT,TE-671_ETOMOXIR_72h_XTT_LT,TE-671_72h_XTT_LT
7787,TE-671,72h,ETOMOXIR,2.5,3,111.8720834477079,XTT,LT,TE-671_ETOMOXIR_72h_XTT_LT,TE-671_72h_XTT_LT
7788,TE-671,72h,ETOMOXIR,5.0,3,110.8015371946198,XTT,LT,TE-671_ETOMOXIR_72h_XTT_LT,TE-671_72h_XTT_LT
7789,TE-671,72h,ETOMOXIR,10.0,3,110.5956629151798,XTT,LT,TE-671_ETOMOXIR_72h_XTT_LT,TE-671_72h_XTT_LT
7790,TE-671,72h,ETOMOXIR,25.0,3,69.83255558605546,XTT,LT,TE-671_ETOMOXIR_72h_XTT_LT,TE-671_72h_XTT_LT
7791,TE-671,72h,ETOMOXIR,50.0,3,71.60307438923964,XTT,LT,TE-671_ETOMOXIR_72h_XTT_LT,TE-671_72h_XTT_LT
7792,TE-671,72h,ETOPOSIDE,0.0,3,103.4636318654132,XTT,LT,TE-671_ETOPOSIDE_72h_XTT_LT,TE-671_72h_XTT_LT
7793,TE-671,72h,ETOPOSIDE,0.25,3,107.6199901039089,XTT,LT,TE-671_ETOPOSIDE_72h_XTT_LT,TE-671_72h_XTT_LT
7794,TE-671,72h,ETOPOSIDE,0.5,3,99.15883226125682,XTT,LT,TE-671_ETOPOSIDE_72h_XTT_LT,TE-671_72h_XTT_LT
7795,TE-671,72h,ETOPOSIDE,1.0,3,97.00643245917864,XTT,LT,TE-671_ETOPOSIDE_72h_XTT_LT,TE-671_72h_XTT_LT
7796,TE-671,72h,ETOPOSIDE,2.5,3,97.93419099455714,XTT,LT,TE-671_ETOPOSIDE_72h_XTT_LT,TE-671_72h_XTT_LT
7797,TE-671,72h,ETOPOSIDE,5.0,3,97.30331519049976,XTT,LT,TE-671_ETOPOSIDE_72h_XTT_LT,TE-671_72h_XTT_LT
7798,TE-671,72h,ETOPOSIDE,10.0,3,82.6818406729342,XTT,LT,TE-671_ETOPOSIDE_72h_XTT_LT,TE-671_72h_XTT_LT
7799,TE-671,72h,ETOPOSIDE,20.0,3,43.97575457694211,XTT,LT,TE-671_ETOPOSIDE_72h_XTT_LT,TE-671_72h_XTT_LT
7800,TE-671,72h,GEFITINIB,0.0,3,100.6509500351865,XTT,LT,TE-671_GEFITINIB_72h_XTT_LT,TE-671_72h_XTT_LT
7801,TE-671,72h,GEFITINIB,1.0,3,118.4377199155524,XTT,LT,TE-671_GEFITINIB_72h_XTT_LT,TE-671_72h_XTT_LT
7802,TE-671,72h,GEFITINIB,2.5,3,125.1407459535538,XTT,LT,TE-671_GEFITINIB_72h_XTT_LT,TE-671_72h_XTT_LT
7803,TE-671,72h,GEFITINIB,5.0,3,113.7403237156932,XTT,LT,TE-671_GEFITINIB_72h_XTT_LT,TE-671_72h_XTT_LT
7804,TE-671,72h,GEFITINIB,10.0,3,92.78676988036594,XTT,LT,TE-671_GEFITINIB_72h_XTT_LT,TE-671_72h_XTT_LT
7805,TE-671,72h,GEFITINIB,15.0,3,65.28852920478536,XTT,LT,TE-671_GEFITINIB_72h_XTT_LT,TE-671_72h_XTT_LT
7806,TE-671,72h,GEFITINIB,20.0,3,83.86699507389163,XTT,LT,TE-671_GEFITINIB_72h_XTT_LT,TE-671_72h_XTT_LT
7807,TE-671,72h,GEFITINIB,25.0,3,67.55805770584095,XTT,LT,TE-671_GEFITINIB_72h_XTT_LT,TE-671_72h_XTT_LT
7808,TE-671,72h,GELDANAMYCIN,0.0,3,96.1674651114351,XTT,LT,TE-671_GELDANAMYCIN_72h_XTT_LT,TE-671_72h_XTT_LT
7809,TE-671,72h,GELDANAMYCIN,5.0,3,88.04415746719432,XTT,LT,TE-671_GELDANAMYCIN_72h_XTT_LT,TE-671_72h_XTT_LT
7810,TE-671,72h,GELDANAMYCIN,10.0,3,114.6636117475526,XTT,LT,TE-671_GELDANAMYCIN_72h_XTT_LT,TE-671_72h_XTT_LT
7811,TE-671,72h,GELDANAMYCIN,25.0,3,98.60445740470736,XTT,LT,TE-671_GELDANAMYCIN_72h_XTT_LT,TE-671_72h_XTT_LT
7812,TE-671,72h,GELDANAMYCIN,50.0,3,62.44324099146012,XTT,LT,TE-671_GELDANAMYCIN_72h_XTT_LT,TE-671_72h_XTT_LT
7813,TE-671,72h,GELDANAMYCIN,100.0,3,45.30931056029993,XTT,LT,TE-671_GELDANAMYCIN_72h_XTT_LT,TE-671_72h_XTT_LT
7814,TE-671,72h,GELDANAMYCIN,250.0,3,22.72026661112268,XTT,LT,TE-671_GELDANAMYCIN_72h_XTT_LT,TE-671_72h_XTT_LT
7815,TE-671,72h,GELDANAMYCIN,500.0,3,11.62882732764007,XTT,LT,TE-671_GELDANAMYCIN_72h_XTT_LT,TE-671_72h_XTT_LT
7816,TE-671,72h,JQ1,0.0,3,98.97528631705846,XTT,LT,TE-671_JQ1_72h_XTT_LT,TE-671_72h_XTT_LT
7817,TE-671,72h,JQ1,0.1,3,92.88728149487643,XTT,LT,TE-671_JQ1_72h_XTT_LT,TE-671_72h_XTT_LT
7818,TE-671,72h,JQ1,0.25,3,102.7727546714889,XTT,LT,TE-671_JQ1_72h_XTT_LT,TE-671_72h_XTT_LT
7819,TE-671,72h,JQ1,0.5,3,106.3893911995178,XTT,LT,TE-671_JQ1_72h_XTT_LT,TE-671_72h_XTT_LT
7820,TE-671,72h,JQ1,1.0,3,80.77154912597952,XTT,LT,TE-671_JQ1_72h_XTT_LT,TE-671_72h_XTT_LT
7821,TE-671,72h,JQ1,2.5,3,85.89511754068717,XTT,LT,TE-671_JQ1_72h_XTT_LT,TE-671_72h_XTT_LT
7822,TE-671,72h,JQ1,5.0,3,55.61784207353827,XTT,LT,TE-671_JQ1_72h_XTT_LT,TE-671_72h_XTT_LT
7823,TE-671,72h,JQ1,10.0,3,56.82338758288125,XTT,LT,TE-671_JQ1_72h_XTT_LT,TE-671_72h_XTT_LT
7824,TE-671,72h,LONAFARNIB,0.0,3,93.66872005475702,XTT,LT,TE-671_LONAFARNIB_72h_XTT_LT,TE-671_72h_XTT_LT
7825,TE-671,72h,LONAFARNIB,1.0,3,80.03080082135523,XTT,LT,TE-671_LONAFARNIB_72h_XTT_LT,TE-671_72h_XTT_LT
7826,TE-671,72h,LONAFARNIB,2.5,3,74.88021902806297,XTT,LT,TE-671_LONAFARNIB_72h_XTT_LT,TE-671_72h_XTT_LT
7827,TE-671,72h,LONAFARNIB,5.0,3,74.28131416837782,XTT,LT,TE-671_LONAFARNIB_72h_XTT_LT,TE-671_72h_XTT_LT
7828,TE-671,72h,LONAFARNIB,10.0,3,76.83093771389458,XTT,LT,TE-671_LONAFARNIB_72h_XTT_LT,TE-671_72h_XTT_LT
7829,TE-671,72h,LONAFARNIB,15.0,3,62.45722108145105,XTT,LT,TE-671_LONAFARNIB_72h_XTT_LT,TE-671_72h_XTT_LT
7830,TE-671,72h,LONAFARNIB,20.0,3,66.82067077344284,XTT,LT,TE-671_LONAFARNIB_72h_XTT_LT,TE-671_72h_XTT_LT
7831,TE-671,72h,LONAFARNIB,25.0,3,51.69404517453798,XTT,LT,TE-671_LONAFARNIB_72h_XTT_LT,TE-671_72h_XTT_LT
7832,TE-671,72h,OLAPARIB,0.0,3,100.6509500351865,XTT,LT,TE-671_OLAPARIB_72h_XTT_LT,TE-671_72h_XTT_LT
7833,TE-671,72h,OLAPARIB,1.0,3,81.80858550316678,XTT,LT,TE-671_OLAPARIB_72h_XTT_LT,TE-671_72h_XTT_LT
7834,TE-671,72h,OLAPARIB,2.5,3,84.3947923997185,XTT,LT,TE-671_OLAPARIB_72h_XTT_LT,TE-671_72h_XTT_LT
7835,TE-671,72h,OLAPARIB,5.0,3,72.04433497536945,XTT,LT,TE-671_OLAPARIB_72h_XTT_LT,TE-671_72h_XTT_LT
7836,TE-671,72h,OLAPARIB,10.0,3,66.55524278676988,XTT,LT,TE-671_OLAPARIB_72h_XTT_LT,TE-671_72h_XTT_LT
7837,TE-671,72h,OLAPARIB,15.0,3,71.93877551020408,XTT,LT,TE-671_OLAPARIB_72h_XTT_LT,TE-671_72h_XTT_LT
7838,TE-671,72h,OLAPARIB,20.0,3,77.05840957072483,XTT,LT,TE-671_OLAPARIB_72h_XTT_LT,TE-671_72h_XTT_LT
7839,TE-671,72h,OLAPARIB,25.0,3,80.17241379310343,XTT,LT,TE-671_OLAPARIB_72h_XTT_LT,TE-671_72h_XTT_LT
7840,TE-671,72h,PALBOCICLIB,0.0,3,99.43408659250356,XTT,LT,TE-671_PALBOCICLIB_72h_XTT_LT,TE-671_72h_XTT_LT
7841,TE-671,72h,PALBOCICLIB,0.1,3,85.29400364355207,XTT,LT,TE-671_PALBOCICLIB_72h_XTT_LT,TE-671_72h_XTT_LT
7842,TE-671,72h,PALBOCICLIB,0.25,3,90.4453660994612,XTT,LT,TE-671_PALBOCICLIB_72h_XTT_LT,TE-671_72h_XTT_LT
7843,TE-671,72h,PALBOCICLIB,0.5,3,85.36377378968176,XTT,LT,TE-671_PALBOCICLIB_72h_XTT_LT,TE-671_72h_XTT_LT
7844,TE-671,72h,PALBOCICLIB,1.0,3,71.64231171750842,XTT,LT,TE-671_PALBOCICLIB_72h_XTT_LT,TE-671_72h_XTT_LT
7845,TE-671,72h,PALBOCICLIB,2.5,3,69.02593123764487,XTT,LT,TE-671_PALBOCICLIB_72h_XTT_LT,TE-671_72h_XTT_LT
7846,TE-671,72h,PALBOCICLIB,5.0,3,69.29338346447535,XTT,LT,TE-671_PALBOCICLIB_72h_XTT_LT,TE-671_72h_XTT_LT
7847,TE-671,72h,PALBOCICLIB,10.0,3,57.45571533780378,XTT,LT,TE-671_PALBOCICLIB_72h_XTT_LT,TE-671_72h_XTT_LT
7848,TE-671,72h,PANOBINOSTAT,0.0,3,108.6014222824247,XTT,LT,TE-671_PANOBINOSTAT_72h_XTT_LT,TE-671_72h_XTT_LT
7849,TE-671,72h,PANOBINOSTAT,5.0,3,53.58956992888588,XTT,LT,TE-671_PANOBINOSTAT_72h_XTT_LT,TE-671_72h_XTT_LT
7850,TE-671,72h,PANOBINOSTAT,10.0,3,37.84795123603116,XTT,LT,TE-671_PANOBINOSTAT_72h_XTT_LT,TE-671_72h_XTT_LT
7851,TE-671,72h,PANOBINOSTAT,25.0,3,19.62241788012191,XTT,LT,TE-671_PANOBINOSTAT_72h_XTT_LT,TE-671_72h_XTT_LT
7852,TE-671,72h,PANOBINOSTAT,50.0,3,10.43853708093464,XTT,LT,TE-671_PANOBINOSTAT_72h_XTT_LT,TE-671_72h_XTT_LT
7853,TE-671,72h,PANOBINOSTAT,100.0,3,11.18523535387741,XTT,LT,TE-671_PANOBINOSTAT_72h_XTT_LT,TE-671_72h_XTT_LT
7854,TE-671,72h,PANOBINOSTAT,250.0,3,13.44056891296986,XTT,LT,TE-671_PANOBINOSTAT_72h_XTT_LT,TE-671_72h_XTT_LT
7855,TE-671,72h,PANOBINOSTAT,500.0,3,7.863189976295293,XTT,LT,TE-671_PANOBINOSTAT_72h_XTT_LT,TE-671_72h_XTT_LT
7856,TE-671,72h,PIM447,0.0,3,95.99510229069944,XTT,LT,TE-671_PIM447_72h_XTT_LT,TE-671_72h_XTT_LT
7857,TE-671,72h,PIM447,1.0,3,88.11285138513341,XTT,LT,TE-671_PIM447_72h_XTT_LT,TE-671_72h_XTT_LT
7858,TE-671,72h,PIM447,2.5,3,85.89357685832356,XTT,LT,TE-671_PIM447_72h_XTT_LT,TE-671_72h_XTT_LT
7859,TE-671,72h,PIM447,5.0,3,91.84735472679964,XTT,LT,TE-671_PIM447_72h_XTT_LT,TE-671_72h_XTT_LT
7860,TE-671,72h,PIM447,10.0,3,86.45987449619918,XTT,LT,TE-671_PIM447_72h_XTT_LT,TE-671_72h_XTT_LT
7861,TE-671,72h,PIM447,15.0,3,86.88842405999694,XTT,LT,TE-671_PIM447_72h_XTT_LT,TE-671_72h_XTT_LT
7862,TE-671,72h,PIM447,20.0,3,42.2274373756441,XTT,LT,TE-671_PIM447_72h_XTT_LT,TE-671_72h_XTT_LT
7863,TE-671,72h,PIM447,25.0,3,47.73736033875823,XTT,LT,TE-671_PIM447_72h_XTT_LT,TE-671_72h_XTT_LT
7864,TE-671,72h,RAPAMYCIN,0.0,3,99.53198127925116,XTT,LT,TE-671_RAPAMYCIN_72h_XTT_LT,TE-671_72h_XTT_LT
7865,TE-671,72h,RAPAMYCIN,2.5,3,94.30577223088925,XTT,LT,TE-671_RAPAMYCIN_72h_XTT_LT,TE-671_72h_XTT_LT
7866,TE-671,72h,RAPAMYCIN,5.0,3,99.33697347893916,XTT,LT,TE-671_RAPAMYCIN_72h_XTT_LT,TE-671_72h_XTT_LT
7867,TE-671,72h,RAPAMYCIN,10.0,3,51.6380655226209,XTT,LT,TE-671_RAPAMYCIN_72h_XTT_LT,TE-671_72h_XTT_LT
7868,TE-671,72h,RAPAMYCIN,25.0,3,69.22776911076443,XTT,LT,TE-671_RAPAMYCIN_72h_XTT_LT,TE-671_72h_XTT_LT
7869,TE-671,72h,RAPAMYCIN,50.0,3,33.40873634945397,XTT,LT,TE-671_RAPAMYCIN_72h_XTT_LT,TE-671_72h_XTT_LT
7870,TE-671,72h,RAPAMYCIN,100.0,3,29.93369734789391,XTT,LT,TE-671_RAPAMYCIN_72h_XTT_LT,TE-671_72h_XTT_LT
7871,TE-671,72h,RAPAMYCIN,250.0,3,26.05304212168487,XTT,LT,TE-671_RAPAMYCIN_72h_XTT_LT,TE-671_72h_XTT_LT
7872,TE-671,72h,RSL3,0.0,3,95.03156738951414,XTT,LT,TE-671_RSL3_72h_XTT_LT,TE-671_72h_XTT_LT
7873,TE-671,72h,RSL3,10.0,3,94.82569311007413,XTT,LT,TE-671_RSL3_72h_XTT_LT,TE-671_72h_XTT_LT
7874,TE-671,72h,RSL3,25.0,3,104.6664836673071,XTT,LT,TE-671_RSL3_72h_XTT_LT,TE-671_72h_XTT_LT
7875,TE-671,72h,RSL3,50.0,3,91.07878122426573,XTT,LT,TE-671_RSL3_72h_XTT_LT,TE-671_72h_XTT_LT
7876,TE-671,72h,RSL3,100.0,3,102.4018665934669,XTT,LT,TE-671_RSL3_72h_XTT_LT,TE-671_72h_XTT_LT
7877,TE-671,72h,RSL3,250.0,3,99.2314026900906,XTT,LT,TE-671_RSL3_72h_XTT_LT,TE-671_72h_XTT_LT
7878,TE-671,72h,RSL3,500.0,3,33.94866867965962,XTT,LT,TE-671_RSL3_72h_XTT_LT,TE-671_72h_XTT_LT
7879,TE-671,72h,RSL3,1000.0,3,15.22234422179522,XTT,LT,TE-671_RSL3_72h_XTT_LT,TE-671_72h_XTT_LT
7880,TE-671,72h,RUXOLITINIB,0.0,3,100.666144200627,XTT,LT,TE-671_RUXOLITINIB_72h_XTT_LT,TE-671_72h_XTT_LT
7881,TE-671,72h,RUXOLITINIB,1.0,3,86.05015673981192,XTT,LT,TE-671_RUXOLITINIB_72h_XTT_LT,TE-671_72h_XTT_LT
7882,TE-671,72h,RUXOLITINIB,2.5,3,103.9576802507837,XTT,LT,TE-671_RUXOLITINIB_72h_XTT_LT,TE-671_72h_XTT_LT
7883,TE-671,72h,RUXOLITINIB,5.0,3,107.2492163009404,XTT,LT,TE-671_RUXOLITINIB_72h_XTT_LT,TE-671_72h_XTT_LT
7884,TE-671,72h,RUXOLITINIB,10.0,3,106.1912225705329,XTT,LT,TE-671_RUXOLITINIB_72h_XTT_LT,TE-671_72h_XTT_LT
7885,TE-671,72h,RUXOLITINIB,15.0,3,94.98432601880876,XTT,LT,TE-671_RUXOLITINIB_72h_XTT_LT,TE-671_72h_XTT_LT
7886,TE-671,72h,RUXOLITINIB,20.0,3,67.43730407523512,XTT,LT,TE-671_RUXOLITINIB_72h_XTT_LT,TE-671_72h_XTT_LT
7887,TE-671,72h,RUXOLITINIB,25.0,3,38.53448275862069,XTT,LT,TE-671_RUXOLITINIB_72h_XTT_LT,TE-671_72h_XTT_LT
7888,TE-671,72h,SCH772984,0.0,3,99.53198127925116,XTT,LT,TE-671_SCH772984_72h_XTT_LT,TE-671_72h_XTT_LT
7889,TE-671,72h,SCH772984,0.05,3,71.25585023400936,XTT,LT,TE-671_SCH772984_72h_XTT_LT,TE-671_72h_XTT_LT
7890,TE-671,72h,SCH772984,0.1,3,75.78003120124805,XTT,LT,TE-671_SCH772984_72h_XTT_LT,TE-671_72h_XTT_LT
7891,TE-671,72h,SCH772984,0.25,3,48.71294851794072,XTT,LT,TE-671_SCH772984_72h_XTT_LT,TE-671_72h_XTT_LT
7892,TE-671,72h,SCH772984,0.5,3,54.83619344773791,XTT,LT,TE-671_SCH772984_72h_XTT_LT,TE-671_72h_XTT_LT
7893,TE-671,72h,SCH772984,1.0,3,52.88611544461779,XTT,LT,TE-671_SCH772984_72h_XTT_LT,TE-671_72h_XTT_LT
7894,TE-671,72h,SCH772984,2.5,3,37.95241809672387,XTT,LT,TE-671_SCH772984_72h_XTT_LT,TE-671_72h_XTT_LT
7895,TE-671,72h,SCH772984,5.0,3,35.86193447737909,XTT,LT,TE-671_SCH772984_72h_XTT_LT,TE-671_72h_XTT_LT
7896,TE-671,72h,SORAFENIB,0.0,3,103.6340108912493,XTT,LT,TE-671_SORAFENIB_72h_XTT_LT,TE-671_72h_XTT_LT
7897,TE-671,72h,SORAFENIB,1.0,3,79.29045128592226,XTT,LT,TE-671_SORAFENIB_72h_XTT_LT,TE-671_72h_XTT_LT
7898,TE-671,72h,SORAFENIB,2.5,3,73.6776837224349,XTT,LT,TE-671_SORAFENIB_72h_XTT_LT,TE-671_72h_XTT_LT
7899,TE-671,72h,SORAFENIB,5.0,3,72.01164608831617,XTT,LT,TE-671_SORAFENIB_72h_XTT_LT,TE-671_72h_XTT_LT
7900,TE-671,72h,SORAFENIB,10.0,3,55.07629266188603,XTT,LT,TE-671_SORAFENIB_72h_XTT_LT,TE-671_72h_XTT_LT
7901,TE-671,72h,SORAFENIB,15.0,3,94.17156413436136,XTT,LT,TE-671_SORAFENIB_72h_XTT_LT,TE-671_72h_XTT_LT
7902,TE-671,72h,SORAFENIB,20.0,3,87.89561654175878,XTT,LT,TE-671_SORAFENIB_72h_XTT_LT,TE-671_72h_XTT_LT
7903,TE-671,72h,SORAFENIB,25.0,3,79.08017469132474,XTT,LT,TE-671_SORAFENIB_72h_XTT_LT,TE-671_72h_XTT_LT
7904,TE-671,72h,SPERMIDINE,0.0,3,95.03156738951414,XTT,LT,TE-671_SPERMIDINE_72h_XTT_LT,TE-671_72h_XTT_LT
7905,TE-671,72h,SPERMIDINE,0.5,3,136.0005489980785,XTT,LT,TE-671_SPERMIDINE_72h_XTT_LT,TE-671_72h_XTT_LT
7906,TE-671,72h,SPERMIDINE,1.0,3,85.2731265440571,XTT,LT,TE-671_SPERMIDINE_72h_XTT_LT,TE-671_72h_XTT_LT
7907,TE-671,72h,SPERMIDINE,2.5,3,92.14932747735384,XTT,LT,TE-671_SPERMIDINE_72h_XTT_LT,TE-671_72h_XTT_LT
7908,TE-671,72h,SPERMIDINE,5.0,3,72.96184463354378,XTT,LT,TE-671_SPERMIDINE_72h_XTT_LT,TE-671_72h_XTT_LT
7909,TE-671,72h,SPERMIDINE,10.0,3,70.2443041449355,XTT,LT,TE-671_SPERMIDINE_72h_XTT_LT,TE-671_72h_XTT_LT
7910,TE-671,72h,SPERMIDINE,25.0,3,38.63848476530332,XTT,LT,TE-671_SPERMIDINE_72h_XTT_LT,TE-671_72h_XTT_LT
7911,TE-671,72h,SPERMIDINE,50.0,3,8.790831732088938,XTT,LT,TE-671_SPERMIDINE_72h_XTT_LT,TE-671_72h_XTT_LT
7912,TE-671,72h,STAUROSPORINE,0.0,3,98.97528631705846,XTT,LT,TE-671_STAUROSPORINE_72h_XTT_LT,TE-671_72h_XTT_LT
7913,TE-671,72h,STAUROSPORINE,5.0,3,86.91983122362869,XTT,LT,TE-671_STAUROSPORINE_72h_XTT_LT,TE-671_72h_XTT_LT
7914,TE-671,72h,STAUROSPORINE,10.0,3,68.59553948161542,XTT,LT,TE-671_STAUROSPORINE_72h_XTT_LT,TE-671_72h_XTT_LT
7915,TE-671,72h,STAUROSPORINE,25.0,3,57.74562989752863,XTT,LT,TE-671_STAUROSPORINE_72h_XTT_LT,TE-671_72h_XTT_LT
7916,TE-671,72h,STAUROSPORINE,50.0,3,45.29234478601567,XTT,LT,TE-671_STAUROSPORINE_72h_XTT_LT,TE-671_72h_XTT_LT
7917,TE-671,72h,STAUROSPORINE,100.0,3,34.29776974080771,XTT,LT,TE-671_STAUROSPORINE_72h_XTT_LT,TE-671_72h_XTT_LT
7918,TE-671,72h,STAUROSPORINE,250.0,3,26.96202531645569,XTT,LT,TE-671_STAUROSPORINE_72h_XTT_LT,TE-671_72h_XTT_LT
7919,TE-671,72h,STAUROSPORINE,500.0,3,19.93972272453285,XTT,LT,TE-671_STAUROSPORINE_72h_XTT_LT,TE-671_72h_XTT_LT
7920,TE-671,72h,TALAZOPARIB,0.0,3,103.6340108912493,XTT,LT,TE-671_TALAZOPARIB_72h_XTT_LT,TE-671_72h_XTT_LT
7921,TE-671,72h,TALAZOPARIB,1.0,3,75.00404378066534,XTT,LT,TE-671_TALAZOPARIB_72h_XTT_LT,TE-671_72h_XTT_LT
7922,TE-671,72h,TALAZOPARIB,2.5,3,82.28284897827143,XTT,LT,TE-671_TALAZOPARIB_72h_XTT_LT,TE-671_72h_XTT_LT
7923,TE-671,72h,TALAZOPARIB,5.0,3,84.33708955626247,XTT,LT,TE-671_TALAZOPARIB_72h_XTT_LT,TE-671_72h_XTT_LT
7924,TE-671,72h,TALAZOPARIB,10.0,3,62.29039736884672,XTT,LT,TE-671_TALAZOPARIB_72h_XTT_LT,TE-671_72h_XTT_LT
7925,TE-671,72h,TALAZOPARIB,15.0,3,91.03359033806008,XTT,LT,TE-671_TALAZOPARIB_72h_XTT_LT,TE-671_72h_XTT_LT
7926,TE-671,72h,TALAZOPARIB,20.0,3,57.90693912762171,XTT,LT,TE-671_TALAZOPARIB_72h_XTT_LT,TE-671_72h_XTT_LT
7927,TE-671,72h,TALAZOPARIB,25.0,3,60.02588019625815,XTT,LT,TE-671_TALAZOPARIB_72h_XTT_LT,TE-671_72h_XTT_LT
7928,TE-671,72h,VENETOCLAX,0.0,3,98.97528631705846,XTT,LT,TE-671_VENETOCLAX_72h_XTT_LT,TE-671_72h_XTT_LT
7929,TE-671,72h,VENETOCLAX,1.0,3,104.2796865581676,XTT,LT,TE-671_VENETOCLAX_72h_XTT_LT,TE-671_72h_XTT_LT
7930,TE-671,72h,VENETOCLAX,2.5,3,112.2965641952984,XTT,LT,TE-671_VENETOCLAX_72h_XTT_LT,TE-671_72h_XTT_LT
7931,TE-671,72h,VENETOCLAX,5.0,3,102.5919228450874,XTT,LT,TE-671_VENETOCLAX_72h_XTT_LT,TE-671_72h_XTT_LT
7932,TE-671,72h,VENETOCLAX,10.0,3,119.6503918022905,XTT,LT,TE-671_VENETOCLAX_72h_XTT_LT,TE-671_72h_XTT_LT
7933,TE-671,72h,VENETOCLAX,15.0,3,101.8083182640145,XTT,LT,TE-671_VENETOCLAX_72h_XTT_LT,TE-671_72h_XTT_LT
7934,TE-671,72h,VENETOCLAX,20.0,3,56.70886075949367,XTT,LT,TE-671_VENETOCLAX_72h_XTT_LT,TE-671_72h_XTT_LT
7935,TE-671,72h,VENETOCLAX,25.0,3,66.12417118746232,XTT,LT,TE-671_VENETOCLAX_72h_XTT_LT,TE-671_72h_XTT_LT
7936,TE-671,72h,VINCRISTINE,0.0,3,103.4636318654132,XTT,LT,TE-671_VINCRISTINE_72h_XTT_LT,TE-671_72h_XTT_LT
7937,TE-671,72h,VINCRISTINE,2.5,3,91.14299851558634,XTT,LT,TE-671_VINCRISTINE_72h_XTT_LT,TE-671_72h_XTT_LT
7938,TE-671,72h,VINCRISTINE,5.0,3,79.7872340425532,XTT,LT,TE-671_VINCRISTINE_72h_XTT_LT,TE-671_72h_XTT_LT
7939,TE-671,72h,VINCRISTINE,10.0,3,76.41019297377537,XTT,LT,TE-671_VINCRISTINE_72h_XTT_LT,TE-671_72h_XTT_LT
7940,TE-671,72h,VINCRISTINE,25.0,3,75.96486887679367,XTT,LT,TE-671_VINCRISTINE_72h_XTT_LT,TE-671_72h_XTT_LT
7941,TE-671,72h,VINCRISTINE,50.0,3,79.75012370113805,XTT,LT,TE-671_VINCRISTINE_72h_XTT_LT,TE-671_72h_XTT_LT
7942,TE-671,72h,VINCRISTINE,100.0,3,70.76942107867393,XTT,LT,TE-671_VINCRISTINE_72h_XTT_LT,TE-671_72h_XTT_LT
7943,TE-671,72h,VINCRISTINE,250.0,3,45.23750618505691,XTT,LT,TE-671_VINCRISTINE_72h_XTT_LT,TE-671_72h_XTT_LT
7944,H1299,72h,5-AZACITIDINE,0.0,1,93.92101,H2BRuby,AM,H1299_5-AZACITIDINE_72h_H2BRuby_AM,H1299_72h_H2BRuby_AM
7945,H1299,72h,5-AZACITIDINE,1.0,1,99.7138,H2BRuby,AM,H1299_5-AZACITIDINE_72h_H2BRuby_AM,H1299_72h_H2BRuby_AM
7946,H1299,72h,5-AZACITIDINE,2.5,1,108.735,H2BRuby,AM,H1299_5-AZACITIDINE_72h_H2BRuby_AM,H1299_72h_H2BRuby_AM
7947,H1299,72h,5-AZACITIDINE,5.0,1,64.43045,H2BRuby,AM,H1299_5-AZACITIDINE_72h_H2BRuby_AM,H1299_72h_H2BRuby_AM
7948,H1299,72h,5-AZACITIDINE,10.0,1,50.62393,H2BRuby,AM,H1299_5-AZACITIDINE_72h_H2BRuby_AM,H1299_72h_H2BRuby_AM
7949,H1299,72h,5-AZACITIDINE,20.0,1,31.04751,H2BRuby,AM,H1299_5-AZACITIDINE_72h_H2BRuby_AM,H1299_72h_H2BRuby_AM
7950,H1299,72h,5-AZACITIDINE,0.0,2,106.079,H2BRuby,AM,H1299_5-AZACITIDINE_72h_H2BRuby_AM,H1299_72h_H2BRuby_AM
